"","Name","Funding","Apps","Accepted","Enrolled","Top10","FTUG","Tuition","RmBrd","PhD","SFRatio","Alumni","Spending","Gradrate","StdScore","Region","Acceptance_Rate","cApps","cTop10","cTuition","cAlumni","cSpending","cStdScore"
"48","Whittier College","Private",1681,1069,344,35,1235,16249,5699,84,13.6,29,11778,52,-0.056468027,"West",0.635930993456276,-1286.8137829912,8.1217008797654,6097.44721407625,7.09677419354839,2422.22434017595,-0.250747089822581
"49","University of San Diego","Private",3934,2735,886,40,3698,13600,5940,93,15.6,13,10813,66,0.566622783,"West",0.695221148957804,966.186217008797,13.1217008797654,3448.44721407625,-8.90322580645161,1457.22434017595,0.372343720177419
"50","Thomas Aquinas College","Private",125,87,67,22,208,13400,5200,68,10.9,43,11513,71,1.650962634,"West",0.696,-2842.8137829912,-4.8782991202346,3248.44721407625,21.0967741935484,2157.22434017595,1.45668357117742
"51","Loyola Marymount University","Private",3768,2662,753,42,3558,13592,5916,84,14.2,10,11677,84,0.53425443,"West",0.706475583864119,800.186217008797,15.1217008797654,3440.44721407625,-11.9032258064516,2321.22434017595,0.339975367177419
"52","Concordia University","Private",688,497,144,30,641,10800,4440,55,13.1,13,8415,55,-0.278156074,"West",0.722383720930233,-2279.8137829912,3.1217008797654,648.447214076246,-8.90322580645161,-940.775659824047,-0.472435136822581
"53","University of Northern Colorado","Public",5530,4007,1697,12,8463,7731,4128,75,21.5,8,6309,40,-0.217465411,"West",0.724593128390597,2562.1862170088,-14.8782991202346,-2420.55278592375,-13.9032258064516,-3046.77565982405,-0.411744473822581
"54","Colorado State University","Public",9478,6312,2194,29,15646,8412,4180,87,19.2,10,7850,59,0.784741308,"West",0.665963283393121,6510.1862170088,2.1217008797654,-1739.55278592375,-11.9032258064516,-1505.77565982405,0.590462245177419
"55","Mesa State College","Public",1584,1456,891,6,3471,5016,3798,48,28.8,12,3871,59,-0.884254542,"West",0.919191919191919,-1383.8137829912,-20.8782991202346,-5135.55278592375,-9.90322580645161,-5484.77565982405,-1.07853360482258
"56","University of Southern Colorado","Public",1401,1239,605,10,3716,7100,4380,63,19.4,0,5389,36,-0.653630022,"West",0.884368308351178,-1566.8137829912,-16.8782991202346,-3051.55278592375,-21.9032258064516,-3966.77565982405,-0.847909084822581
"57","University of Denver","Private",2974,2001,580,29,2666,15192,4695,84,15.9,21,11762,67,0.534290649,"West",0.672831203765972,6.18621700879748,2.1217008797654,5040.44721407625,-0.903225806451612,2406.22434017595,0.340011586177419
"58","Western State College of Colorado","Public",2702,1623,604,7,2315,5918,3755,76,19.4,4,4599,52,-0.532652778,"West",0.600666173205033,-265.813782991203,-19.8782991202346,-4233.55278592375,-17.9032258064516,-4756.77565982405,-0.726931840822581
"59","Albertus Magnus College","Private",353,340,103,17,416,13290,5720,90,11.5,26,8861,63,-0.145040698,"Northeast",0.963172804532578,-2614.8137829912,-9.8782991202346,3138.44721407625,4.09677419354839,-494.775659824047,-0.339319760822581
"60","Central Connecticut State University","Public",4158,2532,902,6,6394,5962,4444,69,16.7,4,4900,49,-0.784755986,"Northeast",0.608946608946609,1190.1862170088,-20.8782991202346,-4189.55278592375,-17.9032258064516,-4455.77565982405,-0.979035048822581
"61","Fairfield University","Private",4784,3346,781,30,2984,15000,6200,86,15.1,30,11220,94,0.922306811,"Northeast",0.699414715719064,1816.1862170088,3.1217008797654,4848.44721407625,8.09677419354839,1864.22434017595,0.728027748177419
"62","Sacred Heart University","Private",2307,1896,509,19,1707,11070,5780,71,14.8,16,7120,82,-0.550085422,"Northeast",0.82184655396619,-660.813782991203,-7.8782991202346,918.447214076246,-5.90322580645161,-2235.77565982405,-0.744364484822581
"63","Southern Connecticut State University","Public",3852,2652,1044,4,5892,5962,4796,62,15.8,8,5245,45,-1.116531612,"Northeast",0.688473520249221,884.186217008797,-22.8782991202346,-4189.55278592375,-13.9032258064516,-4110.77565982405,-1.31081067482258
"64","University of Hartford","Private",5081,4040,1194,11,3768,14220,6000,61,10.7,9,10625,66,-0.04028385,"Northeast",0.795119071049006,2113.1862170088,-15.8782991202346,4068.44721407625,-12.9032258064516,1269.22434017595,-0.234562912822581
"65","Wesleyan University","Private",4772,1973,712,60,2714,19130,5600,90,12.1,39,16262,92,2.595752788,"Northeast",0.413453478625314,1804.1862170088,33.1217008797654,8978.44721407625,17.0967741935484,6906.22434017595,2.40147372517742
"66","Eastern Connecticut State University","Public",2172,1493,564,14,2766,5962,4316,71,16.9,14,5719,50,-0.914229401,"Northeast",0.687384898710866,-795.813782991203,-12.8782991202346,-4189.55278592375,-7.90322580645161,-3636.77565982405,-1.10850846382258
"67","University of Connecticut at Storrs","Public",9735,7187,2064,23,12478,11656,5072,89,16,16,10178,71,0.518070253,"Northeast",0.738263995891115,6767.1862170088,-3.8782991202346,1504.44721407625,-5.90322580645161,822.224340175953,0.323791190177419
"68","Trinity College","Private",247,189,100,19,309,11412,6430,89,8.3,37,11806,96,-0.096084084,"South",0.765182186234818,-2720.8137829912,-7.8782991202346,1260.44721407625,15.0967741935484,2450.22434017595,-0.290363146822581
"69","Goldey Beacom College","Private",633,468,284,10,823,6120,2985,25,27.6,4,6081,36,-0.461072449,"South",0.739336492890995,-2334.8137829912,-16.8782991202346,-4031.55278592375,-17.9032258064516,-3274.77565982405,-0.655351511822581
"70","University of Delaware","Private",14446,10516,3252,22,14130,10220,4230,82,18.3,15,10650,75,0.542346518,"South",0.727952374359684,11478.1862170088,-4.8782991202346,68.4472140762464,-6.90322580645161,1294.22434017595,0.348067455177419
"71","Wesley College","Private",980,807,350,10,872,9890,4674,52,14.4,15,6243,84,-1.359294266,"South",0.823469387755102,-1987.8137829912,-16.8782991202346,-261.552785923754,-6.90322580645161,-3112.77565982405,-1.55357332882258
"72","Barry University","Private",990,784,279,18,1811,11290,5360,76,12.6,11,9084,72,-0.685998375,"South",0.791919191919192,-1977.8137829912,-8.8782991202346,1138.44721407625,-10.9032258064516,-271.775659824047,-0.880277437822581
"73","Bethune Cookman College","Private",1646,1150,542,12,2128,5188,3396,48,13.8,9,6817,58,-1.966978063,"South",0.698663426488457,-1321.8137829912,-14.8782991202346,-4963.55278592375,-12.9032258064516,-2538.77565982405,-2.16125712582258
"74","Florida Institute of Technology","Private",1947,1580,523,39,1863,13900,4140,90,10.6,7,8923,57,1.035963913,"South",0.81150487930149,-1020.8137829912,12.1217008797654,3748.44721407625,-14.9032258064516,-432.775659824047,0.841684850177419
"75","Embry Riddle Aeronautical University","Private",3151,2584,958,14,4772,7800,3750,37,16.5,4,12878,44,0.663359981,"South",0.82005712472231,183.186217008797,-12.8782991202346,-2351.55278592375,-17.9032258064516,3522.22434017595,0.469080918177419
"76","Eckerd College","Private",1422,1109,366,33,1363,15360,4080,82,12.8,26,15003,59,0.995135607,"South",0.779887482419128,-1545.8137829912,6.1217008797654,5208.44721407625,4.09677419354839,5647.22434017595,0.800856544177419
"77","Florida Southern College","Private",1381,1040,374,20,1506,8025,4865,65,17.4,10,6339,68,-0.056027725,"South",0.753077480086894,-1586.8137829912,-6.8782991202346,-2126.55278592375,-11.9032258064516,-3016.77565982405,-0.250306787822581
"78","Rollins College","Private",1777,1151,382,31,1668,16425,5220,81,13.3,23,11561,90,0.926352855,"South",0.647720877884074,-1190.8137829912,4.1217008797654,6273.44721407625,1.09677419354839,2205.22434017595,0.732073792177419
"79","University of South Florida","Public",7589,4676,1876,29,14770,6760,3776,84,17,7,11020,47,0.482096156,"South",0.616154961127948,4621.1862170088,2.1217008797654,-3391.55278592375,-14.9032258064516,1664.22434017595,0.287817093177419
"80","Webber College","Private",280,143,79,5,327,5590,2900,53,15.1,4,4839,90,-1.062280488,"South",0.510714285714286,-2687.8137829912,-21.8782991202346,-4561.55278592375,-17.9032258064516,-4516.77565982405,-1.25655955082258
"81","University of Central Florida","Public",6986,2959,1918,25,12330,6618,4234,80,22.2,9,6742,46,0.287886034,"South",0.423561408531348,4018.1862170088,-1.8782991202346,-3533.55278592375,-12.9032258064516,-2613.77565982405,0.0936069711774194
"82","University of West Florida","Public",1558,1254,472,20,3754,6172,3994,83,23.4,12,8488,53,-0.104176173,"South",0.804878048780488,-1409.8137829912,-6.8782991202346,-3979.55278592375,-9.90322580645161,-867.775659824047,-0.298455235822581
"83","Flagler College","Private",1415,714,338,18,1345,5120,3200,52,18.1,9,3930,69,0.25551768,"South",0.504593639575972,-1552.8137829912,-8.8782991202346,-5031.55278592375,-12.9032258064516,-5425.77565982405,0.0612386171774194
"84","Florida International University","Public",3306,2079,1071,42,10208,6597,2494,81,13.9,20,6722,66,0.376899007,"South",0.628856624319419,338.186217008797,15.1217008797654,-3554.55278592375,-1.90322580645161,-2633.77565982405,0.182619944177419
"85","University of North Florida","Public",1800,1253,560,44,3876,6634,4360,82,17.8,14,6104,47,0.175000878,"South",0.696111111111111,-1167.8137829912,17.1217008797654,-3517.55278592375,-7.90322580645161,-3251.77565982405,-0.0192781848225806
"86","Brenau University","Private",367,274,158,12,917,9592,5879,71,13.7,12,5935,49,-0.307322768,"South",0.746594005449591,-2600.8137829912,-14.8782991202346,-559.552785923754,-9.90322580645161,-3420.77565982405,-0.501601830822581
"87","Brewton-Parker College","Private",1436,1228,1202,10,1320,4371,2370,62,12.6,10,4900,18,-1.634425273,"South",0.855153203342618,-1531.8137829912,-16.8782991202346,-5780.55278592375,-11.9032258064516,-4455.77565982405,-1.82870433582258
"88","Emory University","Private",8506,4168,1236,76,5544,17600,6000,97,5,28,28457,96,2.159184095,"South",0.490007053844345,5538.1862170088,49.1217008797654,7448.44721407625,6.09677419354839,19101.224340176,1.96490503217742
"89","LaGrange College","Private",544,399,177,15,600,6987,3585,77,12.5,12,9067,75,-1.521136034,"South",0.733455882352941,-2423.8137829912,-11.8782991202346,-3164.55278592375,-9.90322580645161,-288.775659824047,-1.71541509682258
"90","Mercer University","Private",2286,1668,564,37,2943,11985,4081,93,9.2,15,8995,91,0.501922295,"South",0.729658792650919,-681.813782991203,10.1217008797654,1833.44721407625,-6.90322580645161,-360.775659824047,0.307643232177419
"91","Morehouse College","Private",3708,1678,722,41,2852,7050,5490,71,17.8,10,8122,83,0.599027356,"South",0.452535059331176,740.186217008797,14.1217008797654,-3101.55278592375,-11.9032258064516,-1233.77565982405,0.404748293177419
"92","Oglethorpe University","Private",792,649,186,56,769,12900,4340,91,13.1,27,8568,67,1.556727589,"South",0.819444444444444,-2175.8137829912,29.1217008797654,2748.44721407625,5.09677419354839,-787.775659824047,1.36244852617742
"93","Piedmont College","Private",663,562,127,20,641,5640,3620,89,13.2,17,7309,31,-0.137388911,"South",0.847662141779789,-2304.8137829912,-6.8782991202346,-4511.55278592375,-4.90322580645161,-2046.77565982405,-0.331667973822581
"94","Spelman College","Private",3713,1237,443,47,1971,7000,5565,73,12.5,18,9988,65,0.308116255,"South",0.333153784002155,745.186217008797,20.1217008797654,-3151.55278592375,-3.90322580645161,632.224340175953,0.113837192177419
"95","University of Georgia","Public",11220,7871,3320,43,19553,5697,3600,88,14.7,22,7881,63,0.955043028,"South",0.701515151515152,8252.1862170088,16.1217008797654,-4454.55278592375,0.0967741935483879,-1474.77565982405,0.760763965177419
"96","Wesleyan College","Private",305,287,109,38,382,11500,4500,68,7.6,20,11605,52,0.352622741,"South",0.940983606557377,-2662.8137829912,11.1217008797654,1348.44721407625,-1.90322580645161,2249.22434017595,0.158343678177419
"97","Savannah Coll. of Art and Design","Private",1109,688,386,20,1897,8325,5000,14,16.1,26,6874,55,0.320254388,"South",0.620378719567178,-1858.8137829912,-6.8782991202346,-1826.55278592375,4.09677419354839,-2481.77565982405,0.125975325177419
"98","University of Hawaii at Manoa","Public",3580,2603,1627,36,11028,4460,3038,85,11.8,6,12833,54,0.081097477,"West",0.727094972067039,612.186217008797,9.1217008797654,-5691.55278592375,-15.9032258064516,3477.22434017595,-0.113181585822581
"99","Briar Cliff College","Private",392,351,155,16,738,10260,3597,39,13.1,26,8355,58,-0.723220939,"Midwest",0.895408163265306,-2575.8137829912,-10.8782991202346,108.447214076246,4.09677419354839,-1000.77565982405,-0.917500001822581
"100","Buena Vista College","Private",860,688,285,32,1928,13306,3797,62,8.8,10,6333,78,0.570705047,"Midwest",0.8,-2107.8137829912,5.1217008797654,3154.44721407625,-11.9032258064516,-3022.77565982405,0.376425984177419
"101","Central College","Private",1283,1113,401,31,1355,10938,3660,76,13.5,29,8444,67,0.72853699,"Midwest",0.867498051441933,-1684.8137829912,4.1217008797654,786.447214076246,7.09677419354839,-911.775659824047,0.534257927177419
"102","Clarke College","Private",460,340,167,14,604,10740,3676,67,11,27,7963,74,-0.434299249,"Midwest",0.739130434782609,-2507.8137829912,-12.8782991202346,588.447214076246,5.09677419354839,-1392.77565982405,-0.628578311822581
"103","Coe College","Private",1006,742,275,29,1127,13925,4390,73,12.7,32,10141,67,0.9303989,"Midwest",0.737574552683897,-1961.8137829912,2.1217008797654,3773.44721407625,10.0967741935484,785.224340175953,0.736119837177419
"104","Cornell College","Private",1538,1329,383,33,1140,15248,4323,71,12.2,31,10340,64,0.970859342,"Midwest",0.864109232769831,-1429.8137829912,6.1217008797654,5096.44721407625,9.09677419354839,984.224340175953,0.776580279177419
"105","Dordt College","Private",604,562,328,25,1048,9800,2650,61,12.5,17,7325,87,0.340924911,"Midwest",0.93046357615894,-2363.8137829912,-1.8782991202346,-351.552785923754,-4.90322580645161,-2030.77565982405,0.146645848177419
"106","Drake University","Private",2799,2573,839,34,3322,13420,4770,88,15,24,9473,77,0.809017573,"Midwest",0.919256877456234,-168.813782991203,7.1217008797654,3268.44721407625,2.09677419354839,117.224340175953,0.614738510177419
"107","Graceland College","Private",555,414,242,14,996,9100,3100,51,23.6,24,5609,47,-0.100130129,"Midwest",0.745945945945946,-2412.8137829912,-12.8782991202346,-1051.55278592375,2.09677419354839,-3746.77565982405,-0.294409191822581
"108","Grinnell College","Private",2039,1389,432,56,1333,15688,4618,88,9.5,54,18979,83,2.450095196,"Midwest",0.681216282491417,-928.813782991203,29.1217008797654,5536.44721407625,32.0967741935484,9623.22434017595,2.25581613317742
"109","Loras College","Private",1641,1283,527,20,1663,11200,4000,61,14.2,24,7578,70,0.340924911,"Midwest",0.781840341255332,-1326.8137829912,-6.8782991202346,1048.44721407625,2.09677419354839,-1777.77565982405,0.146645848177419
"110","Luther College","Private",1549,1392,587,38,2269,13240,3560,73,13.8,38,8949,77,1.132701111,"Midwest",0.89864428663654,-1418.8137829912,11.1217008797654,3088.44721407625,16.0967741935484,-406.775659824047,0.938422048177419
"111","Morningside College","Private",586,533,239,16,950,10520,3678,48,13,32,8111,56,-0.046687169,"Midwest",0.909556313993174,-2381.8137829912,-10.8782991202346,368.447214076246,10.0967741935484,-1244.77565982405,-0.240966231822581
"112","Mount Saint Clare College","Private",325,284,95,16,364,9900,3650,32,13.6,43,6525,21,-0.434299249,"Midwest",0.873846153846154,-2642.8137829912,-10.8782991202346,-251.552785923754,21.0967741935484,-2830.77565982405,-0.628578311822581
"113","Northwestern College","Private",860,811,366,22,1040,9900,3075,68,14.9,34,6357,68,-0.046687169,"Midwest",0.943023255813954,-2107.8137829912,-4.8782991202346,-251.552785923754,12.0967741935484,-2998.77565982405,-0.240966231822581
"114","Saint Ambrose University","Private",897,718,276,12,1345,10450,4020,56,14.1,16,7444,70,-0.046687169,"Midwest",0.800445930880713,-2070.8137829912,-14.8782991202346,298.447214076246,-5.90322580645161,-1911.77565982405,-0.240966231822581
"115","University of Northern Iowa","Public",4144,3379,1853,18,10135,6197,2930,78,16.3,26,6333,77,0.340924911,"Midwest",0.815395752895753,1176.1862170088,-8.8782991202346,-3954.55278592375,4.09677419354839,-3022.77565982405,0.146645848177419
"116","University of Dubuque","Private",576,558,137,11,662,10430,3620,85,16.5,18,8767,45,-0.257925853,"Midwest",0.96875,-2391.8137829912,-15.8782991202346,278.447214076246,-3.90322580645161,-588.775659824047,-0.452204915822581
"117","Upper Iowa University","Private",663,452,192,10,1481,8840,3060,69,17.4,19,3733,78,-0.046687169,"Midwest",0.681749622926094,-2304.8137829912,-16.8782991202346,-1311.55278592375,-2.90322580645161,-5622.77565982405,-0.240966231822581
"118","Wartburg College","Private",1231,1074,345,34,1295,11600,3610,66,12.4,37,7735,67,0.635441754,"Midwest",0.872461413484972,-1736.8137829912,7.1217008797654,1448.44721407625,15.0967741935484,-1620.77565982405,0.441162691177419
"119","Albertson College","Private",587,479,158,38,678,13500,3335,67,9.4,11,9727,55,0.538336693,"West",0.816013628620102,-2380.8137829912,11.1217008797654,3348.44721407625,-10.9032258064516,371.224340175953,0.344057630177419
"120","Northwest Nazarene College","Private",616,514,385,29,1115,9840,2820,59,14.8,20,6261,58,0.340924911,"West",0.834415584415584,-2351.8137829912,2.1217008797654,-311.552785923754,-1.90322580645161,-3094.77565982405,0.146645848177419
